id,team,player,MIN,FGM-A,3PM-A,FTM-A,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400278601,Oklahoma City Thunder,Kendrick Perkins,27,1-2,0-0,0-0,1,7,8,4,1,0,2,5,+12,2
400278601,Oklahoma City Thunder,Russell Westbrook,40,11-20,0-2,7-10,1,5,6,10,1,0,3,2,+13,29
400278601,Oklahoma City Thunder,Thabo Sefolosha,39,4-7,1-4,0-0,3,2,5,1,2,0,1,4,0,9
400278601,Oklahoma City Thunder,Nick Collison,19,1-3,0-0,0-0,2,2,4,1,0,0,1,4,-10,2
400278601,Oklahoma City Thunder,Hasheem Thabeet,9,0-0,0-0,1-2,1,0,1,0,2,3,0,2,+2,1
400278601,Oklahoma City Thunder,Reggie Jackson,8,1-2,0-1,2-2,0,1,1,1,0,0,1,0,-9,4
400278601,Oklahoma City Thunder,Kevin Martin,24,3-12,2-5,2-3,1,0,1,1,3,0,0,1,0,10
400278601,Oklahoma City Thunder,Ronnie Brewer,,,,,,,,,,,,,,
400278601,Oklahoma City Thunder,Daniel Orton,,,,,,,,,,,,,,
400278601,Oklahoma City Thunder,Derek Fisher,,,,,,,,,,,,,,
400278631,Milwaukee Bucks,Ersan Ilyasova,31,7-12,3-5,3-3,2,3,5,3,0,0,0,1,-5,20
400278631,Milwaukee Bucks,Luc Richard Mbah a Moute,18,3-7,0-1,0-0,0,2,2,0,2,0,0,0,0,6
400278631,Milwaukee Bucks,Larry Sanders,30,5-11,0-0,1-1,1,6,7,3,1,0,3,2,-9,11
400278631,Milwaukee Bucks,Brandon Jennings,39,6-12,5-10,1-1,0,1,1,12,1,0,1,4,-7,18
400278631,Milwaukee Bucks,Monta Ellis,35,9-15,2-6,2-2,0,2,2,6,0,0,5,2,-18,22
400278631,Milwaukee Bucks,Gustavo Ayon,4,1-1,0-0,0-2,0,0,0,0,0,0,0,0,0,2
400278631,Milwaukee Bucks,Ekpe Udoh,7,0-0,0-0,0-0,0,1,1,0,0,0,1,1,-2,0
400278631,Milwaukee Bucks,Mike Dunleavy,25,3-8,2-3,2-2,0,4,4,2,1,0,0,1,-13,10
400278631,Milwaukee Bucks,John Henson,17,1-4,0-0,2-2,2,5,7,0,1,0,2,0,-11,4
400278631,Milwaukee Bucks,Samuel Dalembert,7,2-3,0-0,1-2,0,2,2,0,0,1,1,1,-5,5
400278631,Milwaukee Bucks,J.J. Redick,22,1-5,1-4,0-0,0,3,3,2,0,0,0,2,-9,3
400278631,Milwaukee Bucks,Marquis Daniels,4,0-1,0-0,0-0,0,0,0,1,0,0,0,0,-1,0
400278631,Milwaukee Bucks,Drew Gooden,,,,,,,,,,,,,,
400278634,Los Angeles Clippers,Blake Griffin,33,7-12,0-0,3-3,1,1,2,2,1,0,3,3,-20,17
400278634,Los Angeles Clippers,Caron Butler,27,3-9,2-6,0-0,0,2,2,2,0,0,0,1,-12,8
400278634,Los Angeles Clippers,DeAndre Jordan,25,3-6,0-0,1-3,2,4,6,0,0,2,0,1,-14,7
400278634,Los Angeles Clippers,Chauncey Billups,20,2-6,2-4,2-2,0,4,4,0,0,0,1,3,-19,8
400278634,Los Angeles Clippers,Chris Paul,38,6-11,2-4,2-3,1,3,4,10,0,0,1,1,-20,16
400278634,Los Angeles Clippers,Lamar Odom,16,3-9,1-1,1-1,4,6,10,1,1,0,1,2,+3,8
400278634,Los Angeles Clippers,Matt Barnes,36,8-20,0-5,3-3,0,0,0,3,1,1,0,2,-2,19
400278634,Los Angeles Clippers,Grant Hill,16,1-4,0-0,0-0,0,3,3,0,1,0,1,1,+2,2
400278634,Los Angeles Clippers,Eric Bledsoe,15,2-5,0-1,1-1,2,2,4,2,1,0,3,2,+2,5
400278634,Los Angeles Clippers,Willie Green,14,1-3,0-1,0-0,0,1,1,1,0,0,1,1,+5,2
400278634,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278634,Los Angeles Clippers,Ryan Hollins,,,,,,,,,,,,,,
400278634,Los Angeles Clippers,Jamal Crawford,,,,,,,,,,,,,,
400278662,Detroit Pistons,Greg Monroe,33,2-8,0-0,6-10,3,2,5,4,0,0,3,3,-26,10
400278662,Detroit Pistons,Jason Maxiell,19,1-4,0-0,1-2,2,1,3,1,1,0,1,2,-22,3
400278662,Detroit Pistons,Kyle Singler,29,2-4,0-1,2-2,0,4,4,1,0,0,1,2,-18,6
400278662,Detroit Pistons,Jose Calderon,29,6-8,4-5,2-3,0,2,2,4,1,0,3,1,-18,18
400278662,Detroit Pistons,Brandon Knight,19,3-9,2-6,2-2,0,0,0,3,0,0,2,3,-28,10
400278662,Detroit Pistons,Charlie Villanueva,5,2-3,1-2,0-0,0,1,1,0,0,0,0,1,+1,5
400278662,Detroit Pistons,Khris Middleton,19,2-5,0-3,5-6,0,2,2,1,0,1,0,1,-14,9
400278662,Detroit Pistons,Jonas Jerebko,28,5-9,1-1,3-4,3,5,8,3,1,0,2,4,-13,14
400278662,Detroit Pistons,Slava Kravtsov,12,2-3,0-0,1-5,1,0,1,1,0,3,0,2,-4,5
400278662,Detroit Pistons,Will Bynum,19,3-7,3-4,1-4,0,1,1,2,2,0,2,1,-14,10
400278662,Detroit Pistons,Rodney Stuckey,23,2-3,0-0,3-4,0,1,1,5,0,0,0,1,-3,7
400278662,Detroit Pistons,Kim English,6,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-1,0
400278662,Detroit Pistons,Corey Maggette,,,,,,,,,,,,,,
400278685,Memphis Grizzlies,Zach Randolph,40,5-11,0-0,3-4,4,4,8,1,1,0,1,4,+11,13
400278685,Memphis Grizzlies,Tayshaun Prince,39,9-15,0-0,0-0,3,3,6,0,1,0,2,1,+7,18
400278685,Memphis Grizzlies,Marc Gasol,39,10-14,0-0,1-2,0,4,4,2,5,0,4,4,+9,21
400278685,Memphis Grizzlies,Mike Conley,40,5-11,2-6,5-6,1,2,3,11,1,1,1,2,+8,17
400278685,Memphis Grizzlies,Tony Allen,31,2-7,0-1,3-3,2,4,6,2,0,1,2,3,+8,7
400278685,Memphis Grizzlies,Ed Davis,14,1-2,0-0,0-1,0,1,1,0,0,1,0,4,+1,2
400278685,Memphis Grizzlies,Jerryd Bayless,17,2-5,1-2,2-2,0,1,1,3,0,0,0,1,+7,7
400278685,Memphis Grizzlies,Quincy Pondexter,15,3-3,3-3,2-3,0,2,2,1,0,0,0,2,+2,11
400278685,Memphis Grizzlies,Tony Wroten,5,0-0,0-0,0-0,0,0,0,0,0,0,2,4,+2,0
400278685,Memphis Grizzlies,Darrell Arthur,,,,,,,,,,,,,,
400278685,Memphis Grizzlies,Jon Leuer,,,,,,,,,,,,,,
400278685,Memphis Grizzlies,Austin Daye,,,,,,,,,,,,,,
400278685,Memphis Grizzlies,Dexter Pittman,,,,,,,,,,,,,,
400278727,Los Angeles Clippers,Blake Griffin,38,11-14,0-0,4-4,1,3,4,5,2,1,3,5,-11,26
400278727,Los Angeles Clippers,Caron Butler,25,5-14,3-9,0-0,1,2,3,1,1,0,0,3,-1,13
400278727,Los Angeles Clippers,DeAndre Jordan,25,5-6,0-0,1-4,2,7,9,0,0,0,1,4,+13,11
400278727,Los Angeles Clippers,Chauncey Billups,7,1-2,0-0,0-0,0,1,1,0,0,0,2,0,-5,2
400278727,Los Angeles Clippers,Chris Paul,44,2-10,0-3,7-10,2,5,7,15,4,0,7,2,-2,11
400278727,Los Angeles Clippers,Lamar Odom,19,1-9,0-1,0-0,4,2,6,0,0,0,1,4,-14,2
400278727,Los Angeles Clippers,DaJuan Summers,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400278727,Los Angeles Clippers,Matt Barnes,32,4-10,1-5,2-2,1,5,6,4,1,3,1,3,-21,11
400278727,Los Angeles Clippers,Grant Hill,13,0-2,0-0,0-0,0,1,1,2,0,0,1,1,-10,0
400278727,Los Angeles Clippers,Ryan Hollins,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400278727,Los Angeles Clippers,Maalik Wayns,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400278727,Los Angeles Clippers,Willie Green,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400278727,Los Angeles Clippers,Jamal Crawford,35,7-12,5-8,6-6,0,0,0,3,2,0,1,2,-16,25
400278776,Los Angeles Clippers,Blake Griffin,37,4-12,0-1,6-8,2,7,9,3,0,1,4,5,-13,14
400278776,Los Angeles Clippers,Caron Butler,32,5-14,4-10,0-0,0,1,1,0,1,0,0,3,-7,14
400278776,Los Angeles Clippers,DeAndre Jordan,32,3-3,0-0,2-5,3,8,11,1,0,0,0,3,+6,8
400278776,Los Angeles Clippers,Chris Paul,39,12-15,3-5,6-9,1,5,6,5,2,0,7,2,-6,33
400278776,Los Angeles Clippers,Willie Green,17,2-6,1-3,0-0,0,2,2,1,2,0,1,2,+7,5
400278776,Los Angeles Clippers,Lamar Odom,19,3-5,0-1,0-1,2,4,6,1,0,0,1,2,-2,6
400278776,Los Angeles Clippers,Matt Barnes,30,4-13,2-8,0-0,1,2,3,1,1,2,0,4,-7,10
400278776,Los Angeles Clippers,Grant Hill,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-9,0
400278776,Los Angeles Clippers,Ryan Hollins,5,0-2,0-0,0-0,0,1,1,1,0,0,0,2,+7,0
400278776,Los Angeles Clippers,Eric Bledsoe,14,1-3,0-1,0-0,2,2,4,1,0,0,3,0,-1,2
400278776,Los Angeles Clippers,Jamal Crawford,34,4-12,0-4,2-2,0,1,1,5,0,1,1,1,-10,10
400278776,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278776,Los Angeles Clippers,Maalik Wayns,,,,,,,,,,,,,,
400278783,Los Angeles Clippers,Blake Griffin,36,6-12,0-0,7-8,3,2,5,2,1,0,1,1,+13,19
400278783,Los Angeles Clippers,Caron Butler,27,4-10,2-4,3-3,0,2,2,0,1,1,1,2,+8,13
400278783,Los Angeles Clippers,DeAndre Jordan,28,3-3,0-0,1-2,2,9,11,0,0,1,0,3,+12,7
400278783,Los Angeles Clippers,Chauncey Billups,13,4-6,3-4,0-0,0,0,0,2,0,0,0,0,+15,11
400278783,Los Angeles Clippers,Chris Paul,34,5-13,0-5,6-7,3,3,6,9,4,0,3,1,+10,16
400278783,Los Angeles Clippers,Lamar Odom,12,0-0,0-0,0-0,0,2,2,0,0,0,0,2,+1,0
400278783,Los Angeles Clippers,Matt Barnes,21,3-9,2-5,0-0,3,3,6,0,0,0,0,2,+6,8
400278783,Los Angeles Clippers,Ryan Hollins,20,1-3,0-0,4-4,1,1,2,1,0,1,1,5,+2,6
400278783,Los Angeles Clippers,Eric Bledsoe,16,1-1,1-1,3-4,0,0,0,2,1,0,1,1,0,6
400278783,Los Angeles Clippers,Willie Green,10,2-4,2-4,0-0,0,0,0,0,0,0,0,0,-5,6
400278783,Los Angeles Clippers,Jamal Crawford,24,5-12,3-6,0-0,0,1,1,2,2,0,2,1,+8,13
400278783,Los Angeles Clippers,Grant Hill,,,,,,,,,,,,,,
400278783,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278802,Los Angeles Clippers,Blake Griffin,38,7-20,0-1,4-5,3,4,7,4,0,0,1,3,0,18
400278802,Los Angeles Clippers,Caron Butler,22,4-9,2-4,1-1,0,3,3,0,1,0,0,1,-10,11
400278802,Los Angeles Clippers,DeAndre Jordan,25,4-4,0-0,1-8,4,4,8,1,2,0,1,2,-6,9
400278802,Los Angeles Clippers,Chris Paul,34,5-14,0-3,4-4,2,3,5,12,1,1,4,4,-10,14
400278802,Los Angeles Clippers,Willie Green,18,4-6,2-3,0-0,0,0,0,1,1,0,0,5,-11,10
400278802,Los Angeles Clippers,Lamar Odom,18,3-4,1-1,1-2,0,3,3,0,1,1,2,3,-2,8
400278802,Los Angeles Clippers,Matt Barnes,26,2-4,1-2,1-1,0,5,5,4,1,0,1,3,+8,6
400278802,Los Angeles Clippers,Ryan Hollins,15,1-2,0-0,0-0,1,2,3,0,0,1,0,1,+4,2
400278802,Los Angeles Clippers,Eric Bledsoe,14,4-6,0-0,0-0,1,1,2,1,1,1,0,1,+8,8
400278802,Los Angeles Clippers,Jamal Crawford,30,7-12,2-5,0-0,1,1,2,3,0,0,0,0,+9,16
400278802,Los Angeles Clippers,Grant Hill,,,,,,,,,,,,,,
400278802,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278802,Los Angeles Clippers,Maalik Wayns,,,,,,,,,,,,,,
400278808,Los Angeles Clippers,Blake Griffin,28,5-11,0-0,2-2,1,2,3,2,0,1,2,2,-12,12
400278808,Los Angeles Clippers,Caron Butler,17,2-10,1-3,0-0,1,0,1,1,0,0,2,1,-10,5
400278808,Los Angeles Clippers,DeAndre Jordan,21,4-5,0-0,0-0,3,2,5,1,0,1,3,3,-15,8
400278808,Los Angeles Clippers,Chris Paul,32,7-15,2-3,3-3,0,5,5,7,3,0,1,5,-12,19
400278808,Los Angeles Clippers,Willie Green,20,2-6,2-2,0-0,0,0,0,1,0,0,2,2,-9,6
400278808,Los Angeles Clippers,Lamar Odom,6,0-1,0-1,0-0,0,3,3,0,0,1,0,0,-4,0
400278808,Los Angeles Clippers,Matt Barnes,20,1-5,1-5,1-2,0,3,3,1,2,1,1,5,-12,4
400278808,Los Angeles Clippers,Grant Hill,14,1-3,0-0,0-1,0,2,2,0,1,0,2,1,-1,2
400278808,Los Angeles Clippers,Ronny Turiaf,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
400278808,Los Angeles Clippers,Ryan Hollins,23,2-3,0-0,2-2,2,6,8,0,0,3,2,5,-2,6
400278808,Los Angeles Clippers,Eric Bledsoe,25,1-4,0-1,0-0,0,5,5,2,3,0,2,0,-3,2
400278808,Los Angeles Clippers,Maalik Wayns,3,0-1,0-1,2-2,0,0,0,0,0,0,1,1,+1,2
400278808,Los Angeles Clippers,Jamal Crawford,28,6-14,1-6,2-2,0,3,3,0,1,0,0,1,-8,15
400278827,Indiana Pacers,David West,36,7-14,0-0,2-2,1,6,7,6,2,1,4,3,+18,16
400278827,Indiana Pacers,Paul George,43,7-15,2-7,7-9,1,5,6,10,4,1,1,2,+2,23
400278827,Indiana Pacers,Roy Hibbert,32,11-14,0-0,4-7,5,5,10,2,1,1,0,6,+21,26
400278827,Indiana Pacers,George Hill,38,4-8,3-7,2-2,0,2,2,4,0,1,2,2,+9,13
400278827,Indiana Pacers,Lance Stephenson,36,5-9,1-3,2-2,1,2,3,2,0,0,1,3,+5,13
400278827,Indiana Pacers,Tyler Hansbrough,14,0-1,0-0,2-2,0,2,2,0,0,0,1,3,-16,2
400278827,Indiana Pacers,Jeff Ayres,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-3,0
400278827,Indiana Pacers,Sam Young,5,0-1,0-0,0-0,0,0,0,2,0,0,1,1,-1,0
400278827,Indiana Pacers,Ian Mahinmi,14,0-1,0-0,0-2,1,2,3,1,1,0,1,2,-12,0
400278827,Indiana Pacers,D.J. Augustin,10,3-5,2-3,2-2,0,0,0,0,0,0,1,1,-4,10
400278827,Indiana Pacers,Orlando Johnson,11,2-3,2-3,0-0,0,2,2,2,0,0,2,1,-4,6
400278827,Indiana Pacers,Miles Plumlee,,,,,,,,,,,,,,
400278827,Indiana Pacers,Gerald Green,,,,,,,,,,,,,,
400278841,Phoenix Suns,Luis Scola,32,3-7,0-0,4-4,1,10,11,1,0,0,3,1,-19,10
400278841,Phoenix Suns,Markieff Morris,26,1-9,1-3,2-2,2,6,8,1,0,0,2,2,-24,5
400278841,Phoenix Suns,P.J. Tucker,31,2-5,0-0,0-0,1,4,5,3,1,1,2,2,-23,4
400278841,Phoenix Suns,Wesley Johnson,41,7-15,4-8,2-2,0,2,2,3,0,1,1,0,-30,20
400278841,Phoenix Suns,Goran Dragic,31,3-11,0-1,6-6,3,0,3,4,0,0,5,4,-15,12
400278841,Phoenix Suns,Michael Beasley,17,5-8,0-0,3-4,0,2,2,3,0,0,0,1,+4,13
400278841,Phoenix Suns,Jermaine O'Neal,22,7-10,0-0,4-4,4,4,8,0,0,1,0,3,-11,18
400278841,Phoenix Suns,Kendall Marshall,8,1-2,0-0,0-0,0,1,1,2,0,0,1,1,0,2
400278841,Phoenix Suns,Diante Garrett,9,1-2,0-1,0-0,0,0,0,2,0,0,3,0,-10,2
400278841,Phoenix Suns,Jared Dudley,24,5-8,2-4,3-3,0,1,1,4,2,0,2,2,+3,15
400278841,Phoenix Suns,Marcus Morris,,,,,,,,,,,,,,
400278841,Phoenix Suns,Hamed Haddadi,,,,,,,,,,,,,,
400278841,Phoenix Suns,Shannon Brown,,,,,,,,,,,,,,
400278866,Los Angeles Lakers,Pau Gasol,39,6-11,0-0,0-2,5,8,13,8,1,0,3,2,-10,12
400278866,Los Angeles Lakers,Dwight Howard,39,8-14,0-0,9-13,1,3,4,2,1,4,2,4,-3,25
400278866,Los Angeles Lakers,Steve Blake,39,3-8,2-6,0-0,2,4,6,2,2,0,1,0,-6,8
400278866,Los Angeles Lakers,Kobe Bryant,47,6-19,1-5,12-14,1,6,7,10,0,0,4,3,-14,25
400278866,Los Angeles Lakers,Jodie Meeks,32,2-5,2-4,0-0,0,2,2,1,1,0,1,0,-8,6
400278866,Los Angeles Lakers,Antawn Jamison,17,4-8,0-1,0-0,0,1,1,1,1,0,0,1,-15,8
400278866,Los Angeles Lakers,Earl Clark,25,4-10,2-7,1-1,1,2,3,1,0,1,0,4,-14,11
400278866,Los Angeles Lakers,Robert Sacre,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278866,Los Angeles Lakers,Darius Morris,1,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,0
400278866,Los Angeles Lakers,Metta World Peace,,,,,,,,,,,,,,
400278866,Los Angeles Lakers,Devin Ebanks,,,,,,,,,,,,,,
400278866,Los Angeles Lakers,Chris Duhon,,,,,,,,,,,,,,
400278866,Los Angeles Lakers,Steve Nash,,,,,,,,,,,,,,
400278893,Minnesota Timberwolves,Derrick Williams,36,3-12,1-4,6-6,4,6,10,1,3,1,1,1,-16,13
400278893,Minnesota Timberwolves,Andrei Kirilenko,30,3-10,0-2,2-4,3,4,7,3,1,2,1,1,-9,8
400278893,Minnesota Timberwolves,Nikola Pekovic,25,7-13,0-0,6-7,3,2,5,0,0,0,1,1,-13,20
400278893,Minnesota Timberwolves,Luke Ridnour,27,4-9,1-2,2-2,0,0,0,3,1,0,0,3,-15,11
400278893,Minnesota Timberwolves,Ricky Rubio,23,2-8,0-1,2-2,0,2,2,7,1,0,1,3,-13,6
400278893,Minnesota Timberwolves,Chase Budinger,27,3-10,1-5,0-0,0,1,1,2,0,1,1,1,-13,7
400278893,Minnesota Timberwolves,Mickael Gelabale,3,1-1,0-0,0-0,1,0,1,1,0,0,0,0,+6,2
400278893,Minnesota Timberwolves,Greg Stiemsma,23,2-4,0-0,0-0,1,7,8,1,3,0,1,2,-3,4
400278893,Minnesota Timberwolves,Chris Johnson,3,0-1,0-0,0-0,0,0,0,0,1,0,0,0,+6,0
400278893,Minnesota Timberwolves,Alexey Shved,24,5-10,1-3,1-1,0,1,1,3,2,0,0,0,+2,12
400278893,Minnesota Timberwolves,J.J. Barea,19,5-12,2-6,0-0,1,2,3,2,0,0,3,2,-12,12
400278893,Minnesota Timberwolves,Dante Cunningham,,,,,,,,,,,,,,
400278893,Minnesota Timberwolves,Kevin Love,,,,,,,,,,,,,,
400278903,Los Angeles Clippers,Blake Griffin,39,9-16,0-2,2-4,1,4,5,4,0,1,1,4,-1,20
400278903,Los Angeles Clippers,Caron Butler,19,1-6,0-4,0-0,0,1,1,1,0,0,2,2,-6,2
400278903,Los Angeles Clippers,DeAndre Jordan,23,2-3,0-0,1-2,1,2,3,0,1,1,0,2,-8,5
400278903,Los Angeles Clippers,Chris Paul,38,4-12,1-2,8-8,2,5,7,14,2,1,4,2,-1,17
400278903,Los Angeles Clippers,Willie Green,18,2-5,1-3,0-0,1,2,3,0,1,0,1,1,-7,5
400278903,Los Angeles Clippers,Lamar Odom,10,1-3,0-0,0-0,1,3,4,1,0,0,0,2,+4,2
400278903,Los Angeles Clippers,Matt Barnes,28,6-11,1-5,3-4,2,8,10,1,0,0,2,3,+14,16
400278903,Los Angeles Clippers,Ryan Hollins,15,2-2,0-0,1-2,1,1,2,0,0,1,1,3,0,5
400278903,Los Angeles Clippers,Eric Bledsoe,19,3-4,1-2,2-4,1,1,2,2,1,1,0,4,+15,9
400278903,Los Angeles Clippers,Jamal Crawford,31,5-16,3-8,2-4,0,4,4,5,1,0,1,1,+5,15
400278903,Los Angeles Clippers,Grant Hill,,,,,,,,,,,,,,
400278903,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278903,Los Angeles Clippers,Maalik Wayns,,,,,,,,,,,,,,
400278912,Los Angeles Clippers,Blake Griffin,33,5-12,0-0,2-6,3,6,9,3,1,0,1,2,-7,12
400278912,Los Angeles Clippers,Caron Butler,9,0-2,0-1,0-0,0,1,1,0,2,0,0,0,+4,0
400278912,Los Angeles Clippers,DeAndre Jordan,36,8-13,0-0,0-0,4,8,12,0,0,3,0,1,-5,16
400278912,Los Angeles Clippers,Chris Paul,39,6-14,0-3,1-2,0,4,4,5,1,0,2,2,+7,13
400278912,Los Angeles Clippers,Willie Green,17,4-9,2-4,0-0,1,1,2,1,0,0,0,3,+4,10
400278912,Los Angeles Clippers,Lamar Odom,15,3-4,0-1,1-2,1,1,2,2,0,1,0,1,+11,7
400278912,Los Angeles Clippers,Matt Barnes,24,2-4,1-2,0-0,1,4,5,3,2,1,0,3,-6,5
400278912,Los Angeles Clippers,Grant Hill,11,2-3,1-1,0-0,1,0,1,0,0,2,0,1,+5,5
400278912,Los Angeles Clippers,Ryan Hollins,12,2-2,0-0,1-2,0,2,2,0,0,0,0,3,+7,5
400278912,Los Angeles Clippers,Eric Bledsoe,21,3-10,1-2,2-2,1,3,4,2,3,0,0,3,+6,9
400278912,Los Angeles Clippers,Jamal Crawford,22,2-7,1-2,4-4,0,3,3,2,0,1,4,1,-6,9
400278912,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278912,Los Angeles Clippers,Maalik Wayns,,,,,,,,,,,,,,
400278935,Portland Trail Blazers,Victor Claver,35,4-12,3-7,0-0,0,5,5,3,0,0,1,4,-6,11
400278935,Portland Trail Blazers,J.J. Hickson,25,3-8,0-0,1-2,4,2,6,1,0,0,1,3,-20,7
400278935,Portland Trail Blazers,Meyers Leonard,33,3-7,0-1,3-3,0,2,2,0,0,0,2,3,-12,9
400278935,Portland Trail Blazers,Damian Lillard,40,4-12,2-7,2-3,0,3,3,8,0,0,4,2,-16,12
400278935,Portland Trail Blazers,Will Barton,40,8-14,0-1,1-2,1,5,6,5,3,0,6,2,-15,17
400278935,Portland Trail Blazers,Luke Babbitt,6,0-0,0-0,0-0,0,2,2,0,0,0,0,1,-3,0
400278935,Portland Trail Blazers,Joel Freeland,28,5-10,0-0,3-4,0,6,6,0,2,0,0,1,-3,13
400278935,Portland Trail Blazers,Eric Maynor,12,1-3,1-1,0-0,0,0,0,0,0,0,0,0,-5,3
400278935,Portland Trail Blazers,Sasha Pavlovic,21,2-7,1-4,0-1,0,3,3,1,1,0,0,0,0,5
400278935,Portland Trail Blazers,Jared Jeffries,,,,,,,,,,,,,,
400278935,Portland Trail Blazers,LaMarcus Aldridge,,,,,,,,,,,,,,
400278935,Portland Trail Blazers,Nolan Smith,,,,,,,,,,,,,,
400278949,Los Angeles Clippers,Blake Griffin,31,3-10,0-0,1-2,1,3,4,2,0,0,4,2,-1,7
400278949,Los Angeles Clippers,Caron Butler,22,4-8,3-4,0-0,0,2,2,0,1,0,1,3,-1,11
400278949,Los Angeles Clippers,DeAndre Jordan,29,4-7,0-0,0-3,3,7,10,0,0,2,0,1,-6,8
400278949,Los Angeles Clippers,Chauncey Billups,19,5-8,3-6,4-4,1,3,4,0,0,0,3,3,-8,17
400278949,Los Angeles Clippers,Chris Paul,35,11-20,0-3,3-5,1,3,4,11,1,0,0,2,-1,25
400278949,Los Angeles Clippers,Lamar Odom,17,2-4,0-0,0-0,1,7,8,2,1,1,0,2,+5,4
400278949,Los Angeles Clippers,Matt Barnes,25,6-12,0-2,0-0,2,3,5,1,0,0,0,2,+5,12
400278949,Los Angeles Clippers,Ryan Hollins,18,0-2,0-0,4-4,2,1,3,0,0,0,1,5,+10,4
400278949,Los Angeles Clippers,Eric Bledsoe,13,0-1,0-1,0-0,0,3,3,3,0,0,3,0,+5,0
400278949,Los Angeles Clippers,Jamal Crawford,31,9-16,6-8,0-0,0,1,1,6,2,0,1,0,+12,24
400278949,Los Angeles Clippers,Grant Hill,,,,,,,,,,,,,,
400278949,Los Angeles Clippers,Ronny Turiaf,,,,,,,,,,,,,,
400278949,Los Angeles Clippers,Willie Green,,,,,,,,,,,,,,
400277723,Dallas Mavericks,Elton Brand,36,3-10,0-0,2-2,2,9,11,2,1,1,0,4,+7,8
400277723,Dallas Mavericks,Brandan Wright,20,5-5,0-0,4-5,1,4,5,0,0,3,3,3,+4,14
400277723,Dallas Mavericks,Shawn Marion,33,5-11,0-0,1-1,2,7,9,4,1,1,2,4,-2,11
400277723,Dallas Mavericks,Darren Collison,32,8-12,0-1,1-2,0,2,2,4,3,0,2,2,0,17
400277723,Dallas Mavericks,O.J. Mayo,31,4-13,2-4,2-2,1,0,1,3,1,0,2,0,-1,12
400277723,Dallas Mavericks,Jae Crowder,20,3-7,2-4,0-0,0,3,3,2,1,0,0,1,+2,8
400277723,Dallas Mavericks,Eddy Curry,17,3-7,0-0,1-2,2,2,4,0,0,0,1,4,+6,7
400277723,Dallas Mavericks,Rodrigue Beaubois,17,4-8,1-2,2-2,1,0,1,5,1,0,0,2,+9,11
400277723,Dallas Mavericks,Dahntay Jones,8,0-0,0-0,0-0,0,0,0,0,0,0,0,2,+2,0
400277723,Dallas Mavericks,Vince Carter,27,5-12,0-4,1-2,0,4,4,2,1,0,1,3,+13,11
400277723,Dallas Mavericks,Bernard James,,,,,,,,,,,,,,
400277723,Dallas Mavericks,Dominique Jones,,,,,,,,,,,,,,
400277723,Dallas Mavericks,Jared Cunningham,,,,,,,,,,,,,,
400277732,Los Angeles Lakers,Pau Gasol,40,7-14,0-0,2-2,3,6,9,2,1,0,2,3,+6,16
400277732,Los Angeles Lakers,Metta World Peace,33,4-5,2-3,0-0,0,3,3,2,1,1,6,6,+10,10
400277732,Los Angeles Lakers,Dwight Howard,41,9-15,0-0,15-19,6,8,14,5,1,1,3,5,-2,33
400277732,Los Angeles Lakers,Steve Nash,16,1-3,0-1,0-0,0,4,4,4,1,0,2,1,0,2
400277732,Los Angeles Lakers,Kobe Bryant,38,10-20,4-9,6-7,2,4,6,3,0,0,7,5,+9,30
400277732,Los Angeles Lakers,Antawn Jamison,13,0-2,0-2,2-2,0,1,1,0,0,0,0,0,-21,2
400277732,Los Angeles Lakers,Devin Ebanks,12,1-3,0-1,0-0,1,0,1,1,0,0,2,3,-5,2
400277732,Los Angeles Lakers,Jordan Hill,8,0-4,0-0,1-2,2,2,4,0,0,0,2,3,-20,1
400277732,Los Angeles Lakers,Robert Sacre,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-4,0
400277732,Los Angeles Lakers,Steve Blake,28,3-4,1-1,0-0,1,2,3,3,2,0,0,0,+3,7
400277732,Los Angeles Lakers,Chris Duhon,4,0-0,0-0,0-0,0,0,0,1,0,0,0,1,-13,0
400277732,Los Angeles Lakers,Jodie Meeks,5,1-2,1-1,0-0,0,0,0,0,0,0,0,1,-13,3
400277732,Los Angeles Lakers,Darius Morris,,,,,,,,,,,,,,
